tehsil,year,season,rainfall_mm,temperature_c,recharge_proxy,crop_water_intensity_index,borewell_density,irrigation_census_proxy,observed_water_table_m,_true_human_residual_m,rainfall_mm_lag1,observed_water_table_m_lag1,baseline_pred,human_residual
Narkhed,2017,Pre-Monsoon,47.1,34.4,0.06,38.31,13.0,37.0,21.246,3.006,11.8,20.806,20.359570614985955,0.8864293850140434
Narkhed,2017,Monsoon,623.4,25.9,0.832,40.37,14.11,33.88,16.806,2.997,47.1,21.246,16.7062359382979,0.09976406170209984
Narkhed,2017,Post-Monsoon,130.1,26.7,0.201,40.86,15.22,33.77,18.891,2.996,623.4,16.806,19.235813133628124,-0.3448131336281257
Narkhed,2017,Winter,15.4,20.4,0.006,34.58,13.91,39.05,21.15,3.567,130.1,18.891,20.19322822700872,0.9567717729912779
Narkhed,2018,Pre-Monsoon,53.5,34.0,0.079,38.64,16.56,34.66,20.866,3.101,15.4,21.15,20.35572597122005,0.5102740287799499
Narkhed,2018,Monsoon,775.5,28.6,1.012,37.31,12.76,33.62,15.512,2.604,53.5,20.866,15.432533372233113,0.0794666277668874
Narkhed,2018,Post-Monsoon,124.0,25.3,0.152,39.55,13.32,34.51,19.603,3.165,775.5,15.512,19.628196945076184,-0.025196945076181976
Narkhed,2018,Winter,17.3,22.2,0.0,42.81,13.35,40.09,20.903,3.705,124.0,19.603,20.233753628895382,0.6692463711046166
Narkhed,2019,Pre-Monsoon,49.5,33.3,0.09,41.23,14.67,37.55,20.978,3.114,17.3,20.903,20.34261298874139,0.6353870112586115
Narkhed,2019,Monsoon,533.2,27.3,0.75,42.92,15.52,38.16,17.93,2.997,49.5,20.978,18.102434170641676,-0.17243417064167588
Narkhed,2019,Post-Monsoon,92.6,24.4,0.134,38.63,15.43,38.8,20.493,3.221,533.2,17.93,20.04109042833862,0.45190957166137835
Narkhed,2019,Winter,22.3,20.1,0.041,40.08,14.07,37.57,19.015,2.841,92.6,20.493,20.19322822700872,-1.17822822700872
Narkhed,2020,Pre-Monsoon,74.3,35.4,0.116,44.73,14.81,45.68,19.823,3.445,22.3,19.015,20.286952965587616,-0.463952965587616
Narkhed,2020,Monsoon,692.2,28.1,0.923,44.14,15.24,38.78,16.493,3.361,74.3,19.823,16.35866149266351,0.1343385073364871
Narkhed,2020,Post-Monsoon,105.7,25.0,0.222,38.02,13.55,36.36,19.584,3.035,692.2,16.493,19.74640141597752,-0.16240141597752
Narkhed,2020,Winter,22.5,20.2,0.04,36.19,14.38,35.81,19.175,3.165,105.7,19.584,20.19322822700872,-1.01822822700872
Narkhed,2021,Pre-Monsoon,72.0,34.1,0.12,34.27,16.13,39.21,19.69,3.065,22.5,19.175,20.31477551108044,-0.6247755110804398
Narkhed,2021,Monsoon,455.5,26.1,0.627,41.63,13.89,36.32,18.266,2.91,72.0,19.69,18.541540625739984,-0.2755406257399855
Narkhed,2021,Post-Monsoon,80.5,24.9,0.11,36.01,15.15,41.42,20.245,2.936,455.5,18.266,20.248358197300504,-0.0033581973005034627
Narkhed,2021,Winter,18.6,20.3,0.06,38.64,16.37,39.84,20.018,3.275,80.5,20.245,20.19322822700872,-0.17522822700871998
Narkhed,2022,Pre-Monsoon,72.1,33.3,0.098,40.11,16.23,36.87,20.018,3.255,18.6,20.018,20.31363187537875,-0.29563187537874924
Narkhed,2022,Monsoon,837.1,29.9,1.151,44.58,15.61,35.28,14.689,3.279,72.1,20.018,14.238425037409288,0.4505749625907125
Narkhed,2022,Post-Monsoon,101.2,25.9,0.154,35.94,15.07,43.21,20.012,3.287,837.1,14.689,19.80605938382528,0.20594061617472192
Narkhed,2022,Winter,23.3,22.4,0.053,43.02,14.37,42.22,19.336,3.29,101.2,20.012,20.233753628895382,-0.8977536288953836
Narkhed,2023,Pre-Monsoon,63.5,34.4,0.06,36.99,16.65,40.57,20.531,3.092,23.3,19.336,20.318617275450347,0.21238272454965212
Narkhed,2023,Monsoon,770.2,26.5,1.041,39.1,17.43,37.91,15.569,3.204,63.5,20.531,15.428839834952022,0.14016016504797868
Narkhed,2023,Post-Monsoon,126.2,28.1,0.154,42.22,13.03,40.01,19.21,2.814,770.2,15.569,19.542194833262112,-0.3321948332621112
Narkhed,2023,Winter,18.7,20.8,0.014,35.29,14.65,42.51,19.221,2.734,126.2,19.21,20.19322822700872,-0.9722282270087206
Narkhed,2024,Pre-Monsoon,83.4,35.0,0.095,45.69,15.3,43.29,19.409,3.705,18.7,19.221,20.29135318296555,-0.8823531829655522
Narkhed,2024,Monsoon,491.9,26.7,0.667,40.29,16.59,39.31,18.721,3.325,83.4,19.409,18.467583612272072,0.25341638772792763
Narkhed,2024,Post-Monsoon,108.4,26.2,0.162,47.96,16.98,43.21,21.283,3.717,491.9,18.721,19.795029668659204,1.4879703313407973
Narkhed,2024,Winter,23.2,19.7,0.018,40.26,16.69,40.34,19.852,3.543,108.4,21.283,20.19322822700872,-0.34122822700872035
Parseoni,2010,Monsoon,736.3,28.2,0.747,41.8,19.77,37.26,17.014,3.636,64.8,19.35,17.204248569209852,-0.190248569209853
Parseoni,2010,Post-Monsoon,174.4,25.1,0.154,37.62,20.05,31.33,17.209,2.983,736.3,17.014,19.074560060850594,-1.8655600608505942
Parseoni,2010,Winter,22.0,20.2,0.041,41.95,19.53,35.98,18.023,3.033,174.4,17.209,20.19322822700872,-2.170228227008721
Parseoni,2011,Pre-Monsoon,62.0,32.8,0.05,37.5,20.96,39.54,19.807,3.365,22.0,18.023,20.31704206530225,-0.510042065302251
Parseoni,2011,Monsoon,844.5,25.0,0.872,39.96,20.39,38.66,15.86,3.638,62.0,19.807,15.850568269793802,0.009431730206197031
Parseoni,2011,Post-Monsoon,136.2,26.8,0.12,43.73,20.63,34.95,19.106,3.532,844.5,15.86,19.62840991045271,-0.5224099104527085
Parseoni,2011,Winter,19.9,20.1,0.039,41.05,20.96,39.36,18.789,3.213,136.2,19.106,20.19322822700872,-1.4042282270087192
Parseoni,2012,Pre-Monsoon,69.7,32.4,0.077,43.69,21.88,36.72,19.891,4.077,19.9,18.789,20.31363187537875,-0.4226318753787517
Parseoni,2012,Monsoon,815.1,27.4,0.83,44.73,21.12,41.13,15.739,3.604,69.7,19.891,16.249814331899596,-0.5108143318995957
Parseoni,2012,Post-Monsoon,131.2,26.6,0.121,38.55,22.9,45.95,18.927,3.245,815.1,15.739,19.723161189422324,-0.7961611894223246
Parseoni,2012,Winter,21.3,22.7,0.0,42.2,21.47,41.89,18.986,3.134,131.2,18.927,20.244582902109425,-1.2585829021094241
Parseoni,2013,Pre-Monsoon,72.2,33.9,0.088,42.55,20.92,43.55,19.594,3.763,21.3,18.986,20.308476076083473,-0.7144760760834714
Parseoni,2013,Monsoon,531.4,26.3,0.565,42.28,22.55,40.52,18.017,3.663,72.2,19.594,18.588992538348986,-0.5719925383489866
Parseoni,2013,Post-Monsoon,146.5,26.5,0.168,44.93,21.58,39.19,18.616,3.551,531.4,18.017,19.060989402326765,-0.4449894023267653
Parseoni,2013,Winter,26.8,21.8,0.04,43.71,20.51,40.45,18.577,3.638,146.5,18.616,20.199519207048038,-1.622519207048036
Parseoni,2014,Pre-Monsoon,73.2,33.1,0.057,49.72,23.03,41.27,19.658,3.916,26.8,18.577,20.28091282099213,-0.6229128209921271
Parseoni,2014,Monsoon,734.0,30.3,0.78,47.36,20.57,41.03,17.149,3.833,73.2,19.658,17.133761791645526,0.015238208354475091
Parseoni,2014,Post-Monsoon,148.7,23.7,0.177,51.12,20.26,46.04,18.276,4.207,734.0,17.149,19.039207498602888,-0.7632074986028883
Parseoni,2014,Winter,10.4,21.6,0.046,46.46,22.84,41.21,20.901,4.028,148.7,18.276,20.19322822700872,0.7077717729912791
Parseoni,2015,Pre-Monsoon,77.9,31.4,0.037,44.23,21.15,43.61,18.891,3.26,10.4,20.901,20.288260781267116,-1.3972607812671178
Parseoni,2015,Monsoon,733.6,26.3,0.769,40.92,22.41,43.52,16.659,3.761,77.9,18.891,17.103969415937573,-0.44496941593757455
Parseoni,2015,Post-Monsoon,114.9,26.4,0.151,46.48,23.06,43.03,19.709,4.028,733.6,16.659,19.693053740017533,0.015946259982467126
Parseoni,2015,Winter,22.4,21.0,0.014,45.78,22.24,39.38,19.532,3.794,114.9,19.709,20.19322822700872,-0.6612282270087206
Parseoni,2016,Pre-Monsoon,51.8,36.5,0.043,45.54,22.24,40.42,21.594,4.148,22.4,19.532,20.350692336172106,1.2433076638278955
Parseoni,2016,Monsoon,499.7,29.4,0.517,47.35,24.67,46.4,19.788,4.14,51.8,21.594,19.137986733337122,0.650013266662878
Parseoni,2016,Post-Monsoon,104.4,23.6,0.102,51.6,23.83,44.81,20.115,4.2,499.7,19.788,20.242240472736164,-0.12724047273616534
Parseoni,2016,Winter,22.0,21.2,0.0,50.76,20.1,45.71,19.846,3.445,104.4,20.115,20.19322822700872,-0.3472282270087206
Parseoni,2017,Pre-Monsoon,57.0,33.4,0.091,50.98,23.87,48.01,21.59,5.131,22.0,19.846,20.338768344975488,1.2512316550245117
Parseoni,2017,Monsoon,647.4,24.8,0.667,53.0,22.39,40.62,18.016,4.422,57.0,21.59,17.809598110748798,0.2064018892512003
Parseoni,2017,Post-Monsoon,112.8,23.6,0.133,51.54,21.94,48.85,20.461,4.437,647.4,18.016,20.128675357494664,0.3323246425053341
Parseoni,2017,Winter,22.4,21.7,0.05,44.1,22.22,44.17,19.366,3.877,112.8,20.461,20.199519207048038,-0.8335192070480382
Parseoni,2018,Pre-Monsoon,76.8,35.5,0.055,51.67,23.36,46.8,18.922,3.124,22.4,19.366,20.289997267495057,-1.3679972674950562
Parseoni,2018,Monsoon,753.1,26.2,0.852,49.91,24.34,46.05,16.938,4.097,76.8,18.922,16.49104059719982,0.44695940280017865
Parseoni,2018,Post-Monsoon,153.4,26.8,0.16,54.29,26.75,48.06,19.411,4.517,753.1,16.938,19.0836697262243,0.3273302737757007
Parseoni,2018,Winter,17.6,20.6,0.0,47.4,23.69,47.13,21.028,4.184,153.4,19.411,20.19322822700872,0.834771772991278
Parseoni,2019,Pre-Monsoon,50.8,35.8,0.087,52.44,24.26,51.34,21.091,4.435,17.6,21.028,20.355330065495412,0.735669934504589
Parseoni,2019,Monsoon,598.1,27.3,0.608,53.58,24.23,45.04,18.915,4.565,50.8,21.091,18.0392842618679,0.8757157381321008
Parseoni,2019,Post-Monsoon,105.8,24.7,0.107,50.66,23.69,53.26,20.714,4.431,598.1,18.915,20.245123473670905,0.46887652632909393
Parseoni,2019,Winter,23.3,20.5,0.033,51.54,25.14,49.38,19.204,3.901,105.8,20.714,20.19322822700872,-0.98922822700872
Parseoni,2020,Pre-Monsoon,54.4,31.5,0.073,56.64,27.72,48.81,20.724,4.289,23.3,19.204,20.334130615652178,0.38986938434782203
Parseoni,2020,Monsoon,698.4,25.9,0.731,47.81,26.11,47.86,16.911,3.769,54.4,20.724,17.307177541063204,-0.3961775410632029
Parseoni,2020,Post-Monsoon,108.5,26.0,0.129,58.06,25.92,52.19,21.236,4.802,698.4,16.911,20.263135995150172,0.9728640048498285
Parseoni,2020,Winter,24.2,22.4,0.045,49.38,24.35,49.1,19.672,4.165,108.5,21.236,20.233753628895382,-0.5617536288953815
Parseoni,2021,Pre-Monsoon,77.8,35.6,0.118,52.03,26.16,49.52,19.298,4.295,24.2,19.672,20.28355224640953,-0.985552246409533
Parseoni,2021,Monsoon,738.9,29.6,0.785,62.49,25.85,51.1,17.708,5.093,77.8,19.298,16.98120737220882,0.7267926277911769
Parseoni,2021,Post-Monsoon,98.8,27.7,0.139,58.54,25.31,50.91,21.166,4.821,738.9,17.708,19.90612294045273,1.2598770595472715
Parseoni,2021,Winter,22.4,23.6,0.051,54.44,26.5,55.3,21.082,4.958,98.8,21.166,20.25923425266609,0.8227657473339107
Parseoni,2022,Pre-Monsoon,59.4,34.7,0.113,57.84,26.62,52.43,20.858,4.622,22.4,21.082,20.329307186760673,0.5286928132393278
Parseoni,2022,Monsoon,888.7,26.7,0.939,53.94,26.88,55.71,16.561,4.676,59.4,20.858,14.856683670838287,1.7043163291617134
Parseoni,2022,Post-Monsoon,110.4,26.7,0.126,56.72,26.3,53.43,20.559,4.559,888.7,16.561,20.263135995150172,0.2958640048498289
Parseoni,2022,Winter,31.6,19.4,0.0,53.67,26.06,54.54,18.968,4.584,110.4,20.559,20.19322822700872,-1.2252282270087207
Parseoni,2023,Pre-Monsoon,49.0,33.7,0.051,53.18,25.49,50.75,21.705,4.48,31.6,18.968,20.331433919114207,1.3735660808857908
Parseoni,2023,Monsoon,391.7,25.1,0.433,49.6,27.88,49.0,20.049,4.122,49.0,21.705,19.1708364403578,0.8781635596421999
Parseoni,2023,Post-Monsoon,200.1,23.0,0.232,52.51,27.08,53.04,17.507,4.25,391.7,20.049,19.026670201293584,-1.5196702012935823
Parseoni,2023,Winter,13.0,22.6,0.001,53.73,28.25,53.39,22.66,5.01,200.1,17.507,20.244582902109425,2.4154170978905753
Parseoni,2024,Pre-Monsoon,56.4,34.2,0.105,60.65,27.32,54.31,21.697,5.239,13.0,22.66,20.35268166931261,1.3443183306873898
Parseoni,2024,Monsoon,561.0,26.3,0.575,55.13,26.39,58.56,19.269,4.895,56.4,21.697,18.578925074306184,0.6900749256938141
Parseoni,2024,Post-Monsoon,130.4,25.8,0.123,59.88,26.65,49.5,20.527,4.757,561.0,19.269,19.7824408478342,0.7445591521658024
Parseoni,2024,Winter,15.1,19.1,0.023,64.17,27.35,51.35,21.553,4.898,130.4,20.527,20.19322822700872,1.3597717729912802
Ramtek,2010,Monsoon,545.3,29.0,0.47,30.81,4.61,43.15,16.908,1.709,47.7,18.904,18.746925309012756,-1.8389253090127546
Ramtek,2010,Post-Monsoon,111.8,27.0,0.074,26.5,4.28,45.63,18.699,2.207,545.3,16.908,19.899991521467065,-1.2009915214670634
Ramtek,2010,Winter,25.8,22.0,0.0,24.91,4.14,44.36,17.022,1.591,111.8,18.699,19.917463749725997,-2.895463749725998
Ramtek,2011,Pre-Monsoon,41.2,33.9,0.0,30.18,6.08,48.75,20.275,2.269,25.8,17.022,20.050199913946038,0.2248000860539605
Ramtek,2011,Monsoon,482.0,25.7,0.427,22.12,5.67,41.43,17.157,1.62,41.2,20.275,18.903706846598126,-1.7467068465981264
Ramtek,2011,Post-Monsoon,122.7,27.8,0.106,26.29,5.46,40.62,18.394,2.237,482.0,17.157,19.829472935436787,-1.4354729354367883
Ramtek,2011,Winter,18.2,20.7,0.0,29.23,6.09,43.85,18.805,2.08,122.7,18.394,19.917463749725997,-1.1124637497259968
Ramtek,2012,Pre-Monsoon,67.6,34.0,0.049,37.47,5.45,46.16,19.192,3.097,18.2,18.805,20.03532429830417,-0.8433242983041715
Ramtek,2012,Monsoon,552.3,27.7,0.486,28.64,7.02,46.39,17.442,2.339,67.6,19.192,18.73854329816932,-1.2965432981693183
Ramtek,2012,Post-Monsoon,131.0,26.1,0.094,35.27,5.21,46.49,18.734,3.005,552.3,17.442,19.483958250508103,-0.7499582505081008
Ramtek,2012,Winter,16.6,19.7,0.024,26.07,5.79,40.04,18.523,1.91,131.0,18.734,19.92128482997291,-1.398284829972912
Ramtek,2013,Pre-Monsoon,73.3,32.3,0.087,29.68,8.43,48.73,17.752,2.244,16.6,18.523,20.004144532534887,-2.2521445325348886
Ramtek,2013,Monsoon,601.0,26.8,0.558,29.54,6.92,49.24,17.077,2.386,73.3,17.752,17.800111807741512,-0.7231118077415104
Ramtek,2013,Post-Monsoon,78.9,24.6,0.078,31.37,6.9,49.45,19.239,2.43,601.0,17.077,19.96801997659027,-0.7290199765902692
Ramtek,2013,Winter,17.2,22.9,0.042,32.66,8.62,43.11,19.182,2.632,78.9,19.239,19.966209794883582,-0.7842097948835836
Ramtek,2014,Pre-Monsoon,61.2,32.6,0.074,36.56,7.66,43.66,18.97,2.781,17.2,19.182,20.032421611027623,-1.0624216110276237
Ramtek,2014,Monsoon,240.5,28.6,0.212,30.93,8.38,46.6,20.082,2.625,61.2,18.97,18.952529753023178,1.1294702469768225
Ramtek,2014,Post-Monsoon,162.3,26.5,0.154,35.76,6.13,49.9,17.334,2.713,240.5,20.082,18.880142376201402,-1.5461423762014022
Ramtek,2014,Winter,21.8,21.2,0.0,33.92,8.02,49.41,19.074,3.149,162.3,17.334,19.917463749725997,-0.8434637497259949
Ramtek,2015,Pre-Monsoon,45.2,34.4,0.052,38.11,8.3,47.48,19.436,2.639,21.8,19.074,20.068344050746006,-0.6323440507460063
Ramtek,2015,Monsoon,622.6,28.0,0.543,38.84,7.65,50.9,17.926,3.287,45.2,19.436,17.980272412517216,-0.054272412517217816
Ramtek,2015,Post-Monsoon,106.0,27.1,0.138,35.7,7.65,51.62,19.16,2.633,622.6,17.926,19.614126832194124,-0.45412683219412386
Ramtek,2015,Winter,25.3,23.5,0.044,35.11,7.89,51.12,18.107,2.782,106.0,19.16,19.9654186898995,-1.8584186898995014
Ramtek,2016,Pre-Monsoon,77.8,32.5,0.054,36.87,10.49,50.11,18.266,2.757,25.3,18.107,19.999248023641094,-1.7332480236410959
Ramtek,2016,Monsoon,237.6,25.7,0.288,38.35,7.39,51.06,20.273,3.061,77.8,18.266,18.935117910698807,1.3378820893011927
Ramtek,2016,Post-Monsoon,127.0,25.3,0.134,34.48,7.47,46.76,17.644,2.321,237.6,20.273,19.37642167953927,-1.7324216795392715
Ramtek,2016,Winter,20.8,19.4,0.0,33.45,8.03,49.65,18.855,2.461,127.0,17.644,19.917463749725997,-1.062463749725996
Ramtek,2017,Pre-Monsoon,62.3,33.9,0.029,38.0,8.29,53.03,19.168,2.605,20.8,18.855,20.033195332673042,-0.8651953326730428
Ramtek,2017,Monsoon,692.5,26.4,0.604,37.92,8.19,52.78,16.303,2.591,62.3,19.168,17.62316231330752,-1.3201623133075202
Ramtek,2017,Post-Monsoon,105.5,26.7,0.07,45.74,9.94,55.86,20.644,3.871,692.5,16.303,19.984668172633697,0.6593318273663016
Ramtek,2017,Winter,8.4,20.4,0.024,38.63,9.33,55.9,21.192,3.27,105.5,20.644,19.92128482997291,1.2707151700270884
Ramtek,2018,Pre-Monsoon,43.7,36.1,0.041,37.9,9.0,52.42,19.968,2.53,8.4,21.192,20.07258460023655,-0.10458460023654936
Ramtek,2018,Monsoon,637.0,26.2,0.585,40.65,9.88,52.18,17.328,3.168,43.7,19.968,17.776744728176226,-0.44874472817622646
Ramtek,2018,Post-Monsoon,116.7,27.4,0.101,42.15,9.13,49.51,19.504,3.231,637.0,17.328,19.881232075648242,-0.3772320756482408
Ramtek,2018,Winter,22.3,20.5,0.0,41.43,10.04,52.64,18.963,2.84,116.7,19.504,19.917463749725997,-0.9544637497259956
Ramtek,2019,Pre-Monsoon,82.7,35.1,0.061,42.23,10.33,48.61,18.364,3.055,22.3,18.963,20.00830403180197,-1.644304031801969
Ramtek,2019,Monsoon,680.5,28.5,0.579,38.19,10.5,54.66,17.056,2.973,82.7,18.364,17.77771577234087,-0.7217157723408683
Ramtek,2019,Post-Monsoon,57.3,25.5,0.049,39.02,11.08,57.51,20.89,3.099,680.5,17.056,20.01845681956532,0.8715431804346814
Ramtek,2019,Winter,19.1,20.9,0.011,42.12,10.93,52.4,18.685,2.654,57.3,20.89,19.917463749725997,-1.2324637497259978
Ramtek,2020,Pre-Monsoon,63.0,34.7,0.012,48.32,10.13,57.33,20.059,3.149,19.1,18.685,20.03601555756343,0.022984442436570163
Ramtek,2020,Monsoon,687.3,30.7,0.604,47.78,11.94,57.83,17.721,3.863,63.0,20.059,17.74660636477083,-0.025606364770830226
Ramtek,2020,Post-Monsoon,157.6,26.3,0.057,41.94,11.39,56.32,18.505,3.023,687.3,17.721,19.38309924481275,-0.878099244812752
Ramtek,2020,Winter,19.1,21.0,0.006,46.65,9.89,57.7,19.246,2.913,157.6,18.505,19.917463749725997,-0.6714637497259979
Ramtek,2021,Pre-Monsoon,60.6,36.6,0.07,39.38,8.18,60.18,20.069,3.416,19.1,19.246,20.037937025765203,0.031062974234796314
Ramtek,2021,Monsoon,688.6,28.1,0.583,43.28,11.32,59.71,17.73,3.68,60.6,20.069,17.78407213303903,-0.05407213303902836
Ramtek,2021,Post-Monsoon,83.0,28.6,0.054,42.86,11.23,58.52,20.538,3.339,688.6,17.73,19.99061883060673,0.5473811693932689
Ramtek,2021,Winter,21.0,17.9,0.075,44.12,11.88,54.9,18.636,3.153,83.0,20.538,19.917463749725997,-1.2814637497259973
Ramtek,2022,Pre-Monsoon,55.2,35.0,0.028,44.8,11.61,63.0,19.692,3.13,21.0,18.636,20.064499406980104,-0.3724994069801042
Ramtek,2022,Monsoon,477.5,25.9,0.365,43.96,9.84,57.24,19.487,3.395,55.2,19.692,18.9192925274211,0.5677074725788991
Ramtek,2022,Post-Monsoon,89.4,24.0,0.043,46.03,12.72,62.04,20.5,3.394,477.5,19.487,19.96801997659027,0.53198002340973
Ramtek,2022,Winter,18.8,20.7,0.077,40.87,11.62,62.82,18.883,3.191,89.4,20.5,19.917463749725997,-1.0344637497259974
Ramtek,2023,Pre-Monsoon,59.5,31.9,0.069,49.75,12.92,59.05,19.949,3.428,18.8,18.883,20.035422357908196,-0.08642235790819441
Ramtek,2023,Monsoon,985.2,27.1,0.817,48.3,11.06,58.23,14.823,3.385,59.5,19.949,16.101787260363157,-1.2787872603631563
Ramtek,2023,Post-Monsoon,134.9,26.7,0.084,46.13,12.68,59.65,19.415,3.701,985.2,14.823,19.446322981386697,-0.031322981386697535
Ramtek,2023,Winter,21.5,23.1,0.013,51.29,12.97,57.56,19.225,3.475,134.9,19.415,19.9654186898995,-0.7404186898994993
Ramtek,2024,Pre-Monsoon,57.6,34.8,0.087,50.28,12.53,57.46,20.355,3.668,21.5,19.225,20.046721389389205,0.3082786106107953
Ramtek,2024,Monsoon,960.0,28.6,0.854,46.46,12.46,62.42,15.318,3.772,57.6,20.355,15.855128049856521,-0.5371280498565216
Ramtek,2024,Post-Monsoon,91.6,27.6,0.082,44.16,12.92,63.36,20.647,3.487,960.0,15.318,19.99061883060673,0.6563811693932671
Ramtek,2024,Winter,20.5,19.3,0.0,52.72,14.17,63.47,20.709,4.282,91.6,20.647,19.917463749725997,0.7915362502740031
Savner,2010,Monsoon,712.3,27.8,0.755,25.92,18.14,30.35,9.186,2.037,60.7,13.239,10.270685907296402,-1.084685907296402
Savner,2010,Post-Monsoon,123.4,25.6,0.123,29.41,17.32,26.23,12.519,2.822,712.3,9.186,13.318282928361732,-0.7992829283617322
Savner,2010,Winter,24.1,19.1,0.019,28.71,18.57,31.65,11.881,2.772,123.4,12.519,13.853806823491874,-1.972806823491874
Savner,2011,Pre-Monsoon,73.4,33.0,0.067,21.73,18.44,30.7,12.061,2.531,24.1,11.881,13.649176327405865,-1.588176327405865
Savner,2011,Monsoon,294.9,27.3,0.284,31.3,17.78,32.08,13.77,2.895,73.4,12.061,13.000639419289477,0.7693605807105222
Savner,2011,Post-Monsoon,116.3,24.0,0.079,28.09,19.05,30.49,12.864,2.652,294.9,13.77,13.612473576441115,-0.7484735764411141
Savner,2011,Winter,19.7,21.3,0.031,35.48,18.39,31.83,13.155,2.975,116.3,12.864,13.96019878725189,-0.8051987872518911
Savner,2012,Pre-Monsoon,41.3,33.3,0.011,26.56,18.93,31.1,14.648,2.868,19.7,13.155,14.656527204136374,-0.008527204136374422
Savner,2012,Monsoon,616.2,24.6,0.637,32.94,20.55,31.94,10.75,2.57,41.3,14.648,12.116319305684602,-1.366319305684602
Savner,2012,Post-Monsoon,139.5,28.2,0.162,31.62,17.53,28.66,12.008,2.624,616.2,10.75,13.355371476274236,-1.3473714762742368
Savner,2012,Winter,20.7,21.1,0.05,32.15,20.95,33.74,13.175,3.377,139.5,12.008,13.825652947434843,-0.6506529474348426
Savner,2013,Pre-Monsoon,97.6,34.5,0.115,35.21,22.27,37.41,11.804,3.738,20.7,13.175,13.403978183071166,-1.5999781830711655
Savner,2013,Monsoon,692.6,25.3,0.748,31.68,20.49,34.72,11.265,3.627,97.6,11.804,11.03534058646909,0.22965941353091068
Savner,2013,Post-Monsoon,120.3,25.5,0.16,32.65,19.97,37.87,12.659,3.087,692.6,11.265,13.416994810305482,-0.7579948103054814
Savner,2013,Winter,23.0,23.5,0.046,38.02,19.54,36.02,12.534,3.155,120.3,12.659,14.153730517427036,-1.619730517427035
Savner,2014,Pre-Monsoon,61.6,32.2,0.026,31.39,21.55,42.3,13.513,2.669,23.0,12.534,13.866483513705889,-0.35348351370588915
Savner,2014,Monsoon,807.5,25.0,0.845,38.82,21.61,33.86,9.066,2.691,61.6,13.513,10.099805915232913,-1.0338059152329127
Savner,2014,Post-Monsoon,150.2,26.0,0.144,38.21,22.03,40.41,13.06,3.792,807.5,9.066,13.24577934272734,-0.18577934272733998
Savner,2014,Winter,21.8,21.1,0.016,31.9,20.1,36.43,13.338,3.483,150.2,13.06,13.883001226311281,-0.5450012263112818
Savner,2015,Pre-Monsoon,71.8,35.4,0.069,39.22,21.48,42.15,13.29,3.147,21.8,13.338,13.855192461909983,-0.5651924619099837
Savner,2015,Monsoon,878.6,26.8,0.943,39.07,20.68,40.12,8.467,3.223,71.8,13.29,10.092887915232915,-1.625887915232914
Savner,2015,Post-Monsoon,135.4,25.6,0.157,37.26,21.73,40.49,12.596,3.43,878.6,8.467,13.158645693134954,-0.5626456931349537
Savner,2015,Winter,12.3,19.8,0.06,38.59,20.4,34.99,14.697,3.743,135.4,12.596,13.92321295694385,0.7737870430561493
Savner,2016,Pre-Monsoon,78.4,34.5,0.097,35.33,23.32,39.72,12.894,3.186,12.3,14.697,13.930627379284964,-1.0366273792849636
Savner,2016,Monsoon,711.3,26.8,0.764,38.54,21.73,44.57,10.657,3.316,78.4,12.894,10.30708913480963,0.3499108651903704
Savner,2016,Post-Monsoon,99.4,24.5,0.136,34.22,23.31,39.92,13.738,3.518,711.3,10.657,13.717249350476413,0.020750649523586517
Savner,2016,Winter,17.0,21.9,0.021,35.57,22.21,44.01,14.633,3.673,99.4,13.738,14.321264221245844,0.31173577875415504
Savner,2017,Pre-Monsoon,64.7,35.1,0.09,43.59,23.41,42.08,13.287,3.203,17.0,14.633,14.132858622138544,-0.8458586221385431
Savner,2017,Monsoon,703.1,27.7,0.703,43.17,25.1,42.46,11.35,3.959,64.7,13.287,11.008211117768628,0.3417888822313717
Savner,2017,Post-Monsoon,91.3,26.3,0.073,39.59,23.0,45.63,15.083,3.813,703.1,11.35,14.42614289976718,0.6568571002328198
Savner,2017,Winter,30.1,20.4,0.015,35.91,24.44,44.68,12.336,3.2,91.3,15.083,13.903916278361075,-1.567916278361075
Savner,2018,Pre-Monsoon,61.6,35.0,0.016,47.54,24.5,43.87,14.631,3.782,30.1,12.336,14.037261761887676,0.5937382381123246
Savner,2018,Monsoon,554.3,24.6,0.612,46.71,23.01,44.84,12.247,4.011,61.6,14.631,12.185980562091327,0.06101943790867281
Savner,2018,Post-Monsoon,95.9,27.4,0.1,49.2,23.76,41.66,15.127,4.17,554.3,12.247,14.404797116151048,0.7222028838489525
Savner,2018,Winter,25.8,20.2,0.024,42.62,22.42,43.31,13.225,3.774,95.9,15.127,13.874175172457724,-0.6491751724577242
Savner,2019,Pre-Monsoon,42.2,36.2,0.042,43.09,24.1,41.99,15.64,3.676,25.8,13.225,14.419152463980014,1.2208475360199866
Savner,2019,Monsoon,688.3,28.9,0.736,47.59,25.1,47.24,11.537,4.046,42.2,15.64,11.263262125898722,0.27373787410127903
Savner,2019,Post-Monsoon,91.1,26.0,0.097,46.24,23.95,46.47,14.181,3.51,688.3,11.537,14.390609210473395,-0.20960921047339554
Savner,2019,Winter,15.7,18.7,0.021,46.49,24.9,47.1,13.757,3.655,91.1,14.181,14.037558437894946,-0.28055843789494617
