tehsil,year,season,rainfall_mm,temperature_c,recharge_proxy,crop_water_intensity_index,borewell_density,irrigation_census_proxy,observed_water_table_m,_true_human_residual_m,rainfall_mm_lag1,observed_water_table_m_lag1
Savner,2016,Monsoon,711.3,26.8,0.764,38.54,21.73,44.57,10.657,3.316,78.4,12.894
Savner,2016,Post-Monsoon,99.4,24.5,0.136,34.22,23.31,39.92,13.738,3.518,711.3,10.657
Savner,2016,Winter,17.0,21.9,0.021,35.57,22.21,44.01,14.633,3.673,99.4,13.738
Savner,2017,Pre-Monsoon,64.7,35.1,0.09,43.59,23.41,42.08,13.287,3.203,17.0,14.633
Savner,2017,Monsoon,703.1,27.7,0.703,43.17,25.1,42.46,11.35,3.959,64.7,13.287
Savner,2017,Post-Monsoon,91.3,26.3,0.073,39.59,23.0,45.63,15.083,3.813,703.1,11.35
Savner,2017,Winter,30.1,20.4,0.015,35.91,24.44,44.68,12.336,3.2,91.3,15.083
Savner,2018,Pre-Monsoon,61.6,35.0,0.016,47.54,24.5,43.87,14.631,3.782,30.1,12.336
Savner,2018,Monsoon,554.3,24.6,0.612,46.71,23.01,44.84,12.247,4.011,61.6,14.631
Savner,2018,Post-Monsoon,95.9,27.4,0.1,49.2,23.76,41.66,15.127,4.17,554.3,12.247
Savner,2018,Winter,25.8,20.2,0.024,42.62,22.42,43.31,13.225,3.774,95.9,15.127
Savner,2019,Pre-Monsoon,42.2,36.2,0.042,43.09,24.1,41.99,15.64,3.676,25.8,13.225
Savner,2019,Monsoon,688.3,28.9,0.736,47.59,25.1,47.24,11.537,4.046,42.2,15.64
Savner,2019,Post-Monsoon,91.1,26.0,0.097,46.24,23.95,46.47,14.181,3.51,688.3,11.537
Savner,2019,Winter,15.7,18.7,0.021,46.49,24.9,47.1,13.757,3.655,91.1,14.181
Savner,2020,Pre-Monsoon,43.7,34.8,0.026,47.17,24.41,48.79,15.522,3.957,15.7,13.757
Savner,2020,Monsoon,718.3,25.4,0.772,54.81,26.39,49.19,10.828,3.904,43.7,15.522
Savner,2020,Post-Monsoon,148.9,25.0,0.136,46.43,23.98,44.32,12.73,3.683,718.3,10.828
Savner,2020,Winter,17.0,21.7,0.011,46.39,25.64,47.03,14.75,4.244,148.9,12.73
Savner,2021,Pre-Monsoon,57.6,34.1,0.037,46.25,26.48,50.21,15.167,4.296,17.0,14.75
Savner,2021,Monsoon,758.0,28.2,0.829,48.53,27.09,49.67,11.236,4.402,57.6,15.167
Savner,2021,Post-Monsoon,99.7,26.9,0.191,47.7,25.78,47.98,14.686,4.639,758.0,11.236
Savner,2021,Winter,18.0,18.9,0.0,43.7,26.34,56.1,13.966,3.732,99.7,14.686
Savner,2022,Pre-Monsoon,49.1,35.7,0.044,48.83,26.19,52.7,15.361,4.186,18.0,13.966
Savner,2022,Monsoon,636.3,25.3,0.685,45.37,25.93,52.71,12.121,4.375,49.1,15.361
Savner,2022,Post-Monsoon,149.6,27.2,0.172,53.51,27.12,49.71,13.298,4.62,636.3,12.121
Savner,2022,Winter,25.1,19.8,0.0,52.11,26.3,46.09,13.157,3.768,149.6,13.298
Savner,2023,Pre-Monsoon,76.1,36.4,0.044,51.64,27.08,56.97,14.224,4.428,25.1,13.157
Savner,2023,Monsoon,610.5,27.9,0.601,52.11,25.38,49.88,12.792,4.329,76.1,14.224
Savner,2023,Post-Monsoon,95.9,25.7,0.11,55.58,24.41,50.44,14.953,4.389,610.5,12.792
Savner,2023,Winter,20.6,20.6,0.006,51.89,28.18,50.69,14.562,4.576,95.9,14.953
Savner,2024,Pre-Monsoon,58.0,35.2,0.098,54.33,27.49,53.4,15.362,4.875,20.6,14.562
Savner,2024,Monsoon,694.1,25.5,0.705,60.96,27.52,52.29,12.605,4.915,58.0,15.362
Savner,2024,Post-Monsoon,120.3,25.6,0.122,50.38,27.61,54.97,14.87,4.545,694.1,12.605
Savner,2024,Winter,19.3,24.6,0.046,52.09,28.29,52.37,14.356,4.464,120.3,14.87
Umred,2010,Monsoon,756.0,27.1,0.699,18.14,14.76,18.73,13.98,1.846,67.0,16.059
Umred,2010,Post-Monsoon,76.7,25.8,0.092,17.07,14.23,22.73,17.807,2.162,756.0,13.98
Umred,2010,Winter,22.5,23.1,0.065,22.25,13.43,20.92,16.412,2.166,76.7,17.807
Umred,2011,Pre-Monsoon,68.2,36.8,0.064,18.18,12.79,25.47,17.137,2.176,22.5,16.412
Umred,2011,Monsoon,767.9,26.8,0.715,21.01,12.93,28.51,13.989,2.275,68.2,17.137
Umred,2011,Post-Monsoon,88.0,25.7,0.117,20.65,13.26,23.92,18.031,2.49,767.9,13.989
Umred,2011,Winter,22.1,21.9,0.0,19.32,13.05,20.2,16.726,1.95,88.0,18.031
Umred,2012,Pre-Monsoon,25.8,36.7,0.0,29.5,13.08,22.52,19.169,2.377,22.1,16.726
Umred,2012,Monsoon,478.7,25.2,0.483,25.48,16.34,22.84,15.919,1.942,25.8,19.169
Umred,2012,Post-Monsoon,100.7,26.6,0.127,26.32,13.69,27.05,17.279,2.186,478.7,15.919
Umred,2012,Winter,16.9,23.3,0.025,23.87,14.27,30.67,17.736,2.089,100.7,17.279
Umred,2013,Pre-Monsoon,59.5,34.2,0.036,25.8,16.38,22.29,17.297,2.187,16.9,17.736
Umred,2013,Monsoon,905.1,28.3,0.897,23.69,14.64,21.95,12.942,2.294,59.5,17.297
Umred,2013,Post-Monsoon,133.8,25.7,0.124,24.99,15.82,21.9,16.685,2.256,905.1,12.942
Umred,2013,Winter,11.8,20.8,0.055,29.51,15.28,30.48,18.693,2.845,133.8,16.685
Umred,2014,Pre-Monsoon,55.0,33.1,0.0,29.48,14.68,24.59,17.754,2.343,11.8,18.693
Umred,2014,Monsoon,972.1,24.8,0.922,22.52,16.31,27.31,12.045,2.335,55.0,17.754
Umred,2014,Post-Monsoon,163.0,26.7,0.176,17.62,15.26,31.81,15.302,1.614,972.1,12.045
Umred,2014,Winter,14.1,23.2,0.021,23.32,15.36,20.08,17.646,2.15,163.0,15.302
Umred,2015,Pre-Monsoon,33.9,33.5,0.063,22.4,15.95,27.78,19.184,2.228,14.1,17.646
Umred,2015,Monsoon,781.2,25.3,0.743,25.39,15.58,29.74,13.82,2.194,33.9,19.184
Umred,2015,Post-Monsoon,159.4,24.9,0.157,26.18,15.66,23.54,15.879,2.094,781.2,13.82
Umred,2015,Winter,16.7,20.2,0.052,29.74,15.93,29.52,17.612,2.585,159.4,15.879
Umred,2016,Pre-Monsoon,70.7,33.1,0.112,26.94,16.14,30.54,16.911,2.433,16.7,17.612
Umred,2016,Monsoon,753.7,26.1,0.719,27.92,16.98,28.39,14.722,2.517,70.7,16.911
Umred,2016,Post-Monsoon,119.0,24.3,0.083,26.3,17.25,28.56,17.482,2.895,753.7,14.722
Umred,2016,Winter,26.0,19.9,0.01,33.33,16.36,27.97,17.049,3.01,119.0,17.482
Umred,2017,Pre-Monsoon,63.1,35.2,0.026,29.06,15.4,27.2,17.791,2.629,26.0,17.049
Umred,2017,Monsoon,575.7,27.1,0.518,30.31,17.65,29.47,16.197,2.821,63.1,17.791
Umred,2017,Post-Monsoon,129.5,30.0,0.121,28.67,17.26,33.78,16.895,2.068,575.7,16.197
Umred,2017,Winter,32.1,21.8,0.0,29.87,15.24,32.75,15.469,2.637,129.5,16.895
Umred,2018,Pre-Monsoon,51.6,35.9,0.053,28.48,15.77,26.01,17.994,2.497,32.1,15.469
Umred,2018,Monsoon,583.7,29.0,0.538,29.45,15.83,33.16,16.045,2.115,51.6,17.994
Umred,2018,Post-Monsoon,152.2,24.1,0.163,33.83,16.99,32.06,17.419,3.429,583.7,16.045
Umred,2018,Winter,18.2,19.8,0.047,26.05,16.66,30.94,17.367,2.614,152.2,17.419
Umred,2019,Pre-Monsoon,61.3,33.4,0.089,32.02,18.75,32.12,17.339,2.353,18.2,17.367
Umred,2019,Monsoon,379.3,27.5,0.323,35.06,17.34,31.1,17.998,3.076,61.3,17.339
Umred,2019,Post-Monsoon,88.5,27.5,0.096,30.59,17.95,31.73,18.216,2.537,379.3,17.998
Umred,2019,Winter,17.9,23.0,0.012,33.72,18.04,34.57,18.286,3.277,88.5,18.216
Umred,2020,Pre-Monsoon,67.6,33.7,0.066,30.86,17.36,37.01,17.17,2.579,17.9,18.286
Umred,2020,Monsoon,736.0,29.8,0.693,32.81,17.05,33.09,14.717,3.038,67.6,17.17
Umred,2020,Post-Monsoon,118.7,25.5,0.087,34.62,16.54,34.01,18.609,3.33,736.0,14.717
Umred,2020,Winter,18.3,21.5,0.015,28.23,18.09,32.7,18.2,2.652,118.7,18.609
Umred,2021,Pre-Monsoon,42.4,32.7,0.062,36.82,17.15,33.81,18.66,2.939,18.3,18.2
Umred,2021,Monsoon,600.8,26.7,0.542,31.62,19.86,33.93,15.825,2.883,42.4,18.66
Umred,2021,Post-Monsoon,97.1,27.8,0.089,39.24,18.01,33.66,17.893,2.325,600.8,15.825
Umred,2021,Winter,19.8,22.9,0.048,30.17,19.35,33.09,17.496,2.938,97.1,17.893
Umred,2022,Pre-Monsoon,77.4,34.4,0.08,37.4,19.6,36.73,18.088,3.402,19.8,17.496
Umred,2022,Monsoon,795.4,26.9,0.764,39.87,20.12,34.75,15.042,3.737,77.4,18.088
Umred,2022,Post-Monsoon,125.3,25.6,0.13,34.64,17.84,35.09,17.366,2.872,795.4,15.042
Umred,2022,Winter,25.8,22.3,0.017,36.97,18.58,31.68,17.227,3.086,125.3,17.366
Umred,2023,Pre-Monsoon,77.0,34.9,0.081,36.33,17.9,31.45,17.116,2.96,25.8,17.227
Umred,2023,Monsoon,546.2,26.7,0.518,33.85,18.56,40.1,16.642,2.932,77.0,17.116
Umred,2023,Post-Monsoon,119.5,25.0,0.092,38.87,18.48,33.06,17.852,3.166,546.2,16.642
Umred,2023,Winter,20.5,22.1,0.033,42.53,20.15,39.42,19.11,3.713,119.5,17.852
Umred,2024,Pre-Monsoon,72.9,33.3,0.073,35.03,19.7,35.19,17.59,3.236,20.5,19.11
Umred,2024,Monsoon,399.6,25.1,0.349,34.32,19.71,37.36,18.44,3.357,72.9,17.59
Umred,2024,Post-Monsoon,135.5,26.3,0.163,39.73,19.67,39.99,16.774,3.284,399.6,18.44
Umred,2024,Winter,25.2,23.0,0.0,41.21,18.13,33.96,17.231,3.114,135.5,16.774
